,PopulationSize,ChromosomeLength,ElitismFactor,Iteration,GeneticIterations
4279,9,8,17,9,12
4280,9,8,18,0,23
4281,9,8,18,1,33
4282,9,8,18,2,27
4283,9,8,18,3,1
4284,9,8,18,4,12
4285,9,8,18,5,7
4286,9,8,18,6,17
4287,9,8,18,7,25
4288,9,8,18,8,18
4289,9,8,18,9,24
4290,9,8,19,0,4
4291,9,8,19,1,1
4292,9,8,19,2,12
4293,9,8,19,3,26
4294,9,8,19,4,12
4295,9,8,19,5,30
4296,9,8,19,6,2
4297,9,8,19,7,7
4298,9,8,19,8,23
4299,9,8,19,9,22
4300,9,9,10,0,203
4301,9,9,10,1,46
4302,9,9,10,2,5
4303,9,9,10,3,86
4304,9,9,10,4,98
4305,9,9,10,5,41
4306,9,9,10,6,119
4307,9,9,10,7,110
4308,9,9,10,8,61
4309,9,9,10,9,323
4310,9,9,11,0,49
4311,9,9,11,1,5
4312,9,9,11,2,92
4313,9,9,11,3,17
4314,9,9,11,4,320
4315,9,9,11,5,183
4316,9,9,11,6,262
4317,9,9,11,7,533
4318,9,9,11,8,101
4319,9,9,11,9,182
4320,9,9,12,0,17
4321,9,9,12,1,18
4322,9,9,12,2,27
4323,9,9,12,3,16
4324,9,9,12,4,17
4325,9,9,12,5,35
4326,9,9,12,6,43
4327,9,9,12,7,14
4328,9,9,12,8,16
4329,9,9,12,9,9
4330,9,9,13,0,46
4331,9,9,13,1,7
4332,9,9,13,2,35
4333,9,9,13,3,44
4334,9,9,13,4,36
4335,9,9,13,5,1
4336,9,9,13,6,14
4337,9,9,13,7,37
4338,9,9,13,8,12
4339,9,9,13,9,8
4340,9,9,14,0,18
4341,9,9,14,1,31
4342,9,9,14,2,24
4343,9,9,14,3,25
4344,9,9,14,4,31
4345,9,9,14,5,18
4346,9,9,14,6,10
4347,9,9,14,7,20
4348,9,9,14,8,15
4349,9,9,14,9,9
4350,9,9,15,0,23
4351,9,9,15,1,7
4352,9,9,15,2,38
4353,9,9,15,3,18
4354,9,9,15,4,15
4355,9,9,15,5,17
4356,9,9,15,6,47
4357,9,9,15,7,22
4358,9,9,15,8,32
4359,9,9,15,9,39
4360,9,9,16,0,10
4361,9,9,16,1,15
4362,9,9,16,2,39
4363,9,9,16,3,26
4364,9,9,16,4,20
4365,9,9,16,5,31
4366,9,9,16,6,1
4367,9,9,16,7,5
4368,9,9,16,8,29
4369,9,9,16,9,20
4370,9,9,17,0,14
4371,9,9,17,1,13
4372,9,9,17,2,18
4373,9,9,17,3,1
4374,9,9,17,4,30
4375,9,9,17,5,28
4376,9,9,17,6,9
4377,9,9,17,7,48
4378,9,9,17,8,12
4379,9,9,17,9,61
4380,9,9,18,0,36
4381,9,9,18,1,28
4382,9,9,18,2,2
4383,9,9,18,3,14
4384,9,9,18,4,18
4385,9,9,18,5,24
4386,9,9,18,6,4
4387,9,9,18,7,3
4388,9,9,18,8,35
4389,9,9,18,9,12
4390,9,9,19,0,22
4391,9,9,19,1,32
4392,9,9,19,2,26
4393,9,9,19,3,15
4394,9,9,19,4,23
4395,9,9,19,5,39
4396,9,9,19,6,22
4397,9,9,19,7,6
4398,9,9,19,8,31
4399,9,9,19,9,6
4400,9,10,10,0,74
4401,9,10,10,1,52
4402,9,10,10,2,72
4403,9,10,10,3,268
4404,9,10,10,4,155
4405,9,10,10,5,1430
4406,9,10,10,6,239
4407,9,10,10,7,426
4408,9,10,10,8,132
4409,9,10,10,9,121
4410,9,10,11,0,94
4411,9,10,11,1,24
4412,9,10,11,2,277
4413,9,10,11,3,147
4414,9,10,11,4,130
4415,9,10,11,5,244
4416,9,10,11,6,143
4417,9,10,11,7,158
4418,9,10,11,8,149
4419,9,10,11,9,42
4420,9,10,12,0,12
4421,9,10,12,1,25
4422,9,10,12,2,8
4423,9,10,12,3,21
4424,9,10,12,4,22
4425,9,10,12,5,6
4426,9,10,12,6,60
4427,9,10,12,7,9
4428,9,10,12,8,47
4429,9,10,12,9,5
4430,9,10,13,0,76
4431,9,10,13,1,48
4432,9,10,13,2,25
4433,9,10,13,3,25
4434,9,10,13,4,82
4435,9,10,13,5,6
4436,9,10,13,6,45
4437,9,10,13,7,18
4438,9,10,13,8,20
4439,9,10,13,9,29
4440,9,10,14,0,25
4441,9,10,14,1,20
4442,9,10,14,2,18
4443,9,10,14,3,14
4444,9,10,14,4,12
4445,9,10,14,5,16
4446,9,10,14,6,17
4447,9,10,14,7,16
4448,9,10,14,8,52
4449,9,10,14,9,3
4450,9,10,15,0,13
4451,9,10,15,1,18
4452,9,10,15,2,23
4453,9,10,15,3,16
4454,9,10,15,4,40
4455,9,10,15,5,22
4456,9,10,15,6,32
4457,9,10,15,7,11
4458,9,10,15,8,6
4459,9,10,15,9,30
4460,9,10,16,0,22
4461,9,10,16,1,18
4462,9,10,16,2,67
4463,9,10,16,3,22
4464,9,10,16,4,14
4465,9,10,16,5,44
4466,9,10,16,6,40
4467,9,10,16,7,20
4468,9,10,16,8,8
4469,9,10,16,9,10
4470,9,10,17,0,22
4471,9,10,17,1,17
4472,9,10,17,2,20
4473,9,10,17,3,38
4474,9,10,17,4,30
4475,9,10,17,5,21
4476,9,10,17,6,21
4477,9,10,17,7,17
4478,9,10,17,8,22
4479,9,10,17,9,56
4480,9,10,18,0,1
4481,9,10,18,1,5
4482,9,10,18,2,18
4483,9,10,18,3,36
4484,9,10,18,4,72
4485,9,10,18,5,13
4486,9,10,18,6,33
4487,9,10,18,7,6
4488,9,10,18,8,33
4489,9,10,18,9,25
4490,9,10,19,0,5
4491,9,10,19,1,43
4492,9,10,19,2,19
4493,9,10,19,3,75
4494,9,10,19,4,21
4495,9,10,19,5,9
4496,9,10,19,6,17
4497,9,10,19,7,24
4498,9,10,19,8,86
4499,9,10,19,9,28
4500,9,11,10,0,1189
4501,9,11,10,1,2472
4502,9,11,10,2,958
4503,9,11,10,3,963
4504,9,11,10,4,1275
4505,9,11,10,5,43
4506,9,11,10,6,510
4507,9,11,10,7,215
4508,9,11,10,8,157
4509,9,11,10,9,1614
4510,9,11,11,0,100
4511,9,11,11,1,303
4512,9,11,11,2,69
4513,9,11,11,3,381
4514,9,11,11,4,548
4515,9,11,11,5,145
4516,9,11,11,6,225
4517,9,11,11,7,2923
4518,9,11,11,8,481
4519,9,11,11,9,32
4520,9,11,12,0,21
4521,9,11,12,1,41
4522,9,11,12,2,14
4523,9,11,12,3,3
4524,9,11,12,4,10
4525,9,11,12,5,48
4526,9,11,12,6,19
4527,9,11,12,7,27
4528,9,11,12,8,14
4529,9,11,12,9,13
4530,9,11,13,0,5
4531,9,11,13,1,44
4532,9,11,13,2,28
4533,9,11,13,3,13
4534,9,11,13,4,31
4535,9,11,13,5,52
4536,9,11,13,6,29
4537,9,11,13,7,47
4538,9,11,13,8,25
4539,9,11,13,9,63
4540,9,11,14,0,42
4541,9,11,14,1,32
4542,9,11,14,2,44
4543,9,11,14,3,41
4544,9,11,14,4,63
4545,9,11,14,5,36
4546,9,11,14,6,81
4547,9,11,14,7,26
4548,9,11,14,8,19
4549,9,11,14,9,32
4550,9,11,15,0,14
4551,9,11,15,1,20
4552,9,11,15,2,42
4553,9,11,15,3,50
4554,9,11,15,4,5
4555,9,11,15,5,33
4556,9,11,15,6,34
4557,9,11,15,7,39
4558,9,11,15,8,26
4559,9,11,15,9,23
4560,9,11,16,0,46
4561,9,11,16,1,8
4562,9,11,16,2,44
4563,9,11,16,3,28
4564,9,11,16,4,57
4565,9,11,16,5,35
4566,9,11,16,6,78
4567,9,11,16,7,106
4568,9,11,16,8,24
4569,9,11,16,9,27
4570,9,11,17,0,11
4571,9,11,17,1,36
4572,9,11,17,2,13
4573,9,11,17,3,12
4574,9,11,17,4,27
4575,9,11,17,5,24
4576,9,11,17,6,21
4577,9,11,17,7,28
4578,9,11,17,8,70
4579,9,11,17,9,15
4580,9,11,18,0,2
4581,9,11,18,1,52
4582,9,11,18,2,15
4583,9,11,18,3,21
4584,9,11,18,4,79
4585,9,11,18,5,21
4586,9,11,18,6,26
4587,9,11,18,7,17
4588,9,11,18,8,45
4589,9,11,18,9,15
4590,9,11,19,0,50
4591,9,11,19,1,23
4592,9,11,19,2,24
4593,9,11,19,3,33
4594,9,11,19,4,39
4595,9,11,19,5,26
4596,9,11,19,6,21
4597,9,11,19,7,28
4598,9,11,19,8,33
4599,9,11,19,9,19
4600,9,12,10,0,62
4601,9,12,10,1,1452
4602,9,12,10,2,651
4603,9,12,10,3,40
4604,9,12,10,4,271
4605,9,12,10,5,1969
4606,9,12,10,6,1376
4607,9,12,10,7,654
4608,9,12,10,8,2158
4609,9,12,10,9,982
4610,9,12,11,0,368
4611,9,12,11,1,1
4612,9,12,11,2,1018
4613,9,12,11,3,281
4614,9,12,11,4,151
4615,9,12,11,5,1387
4616,9,12,11,6,1248
4617,9,12,11,7,427
4618,9,12,11,8,264
4619,9,12,11,9,128
4620,9,12,12,0,24
4621,9,12,12,1,50
4622,9,12,12,2,32
4623,9,12,12,3,85
4624,9,12,12,4,32
4625,9,12,12,5,35
4626,9,12,12,6,15
4627,9,12,12,7,43
4628,9,12,12,8,26
4629,9,12,12,9,68
4630,9,12,13,0,104
4631,9,12,13,1,24
4632,9,12,13,2,37
4633,9,12,13,3,31
4634,9,12,13,4,33
4635,9,12,13,5,47
4636,9,12,13,6,31
4637,9,12,13,7,66
4638,9,12,13,8,47
4639,9,12,13,9,25
4640,9,12,14,0,75
4641,9,12,14,1,41
4642,9,12,14,2,60
4643,9,12,14,3,60
4644,9,12,14,4,34
4645,9,12,14,5,24
4646,9,12,14,6,47
4647,9,12,14,7,43
4648,9,12,14,8,32
4649,9,12,14,9,21
4650,9,12,15,0,89
4651,9,12,15,1,57
4652,9,12,15,2,70
4653,9,12,15,3,17
4654,9,12,15,4,31
4655,9,12,15,5,56
4656,9,12,15,6,45
4657,9,12,15,7,28
4658,9,12,15,8,35
4659,9,12,15,9,30
4660,9,12,16,0,62
4661,9,12,16,1,41
4662,9,12,16,2,28
4663,9,12,16,3,56
4664,9,12,16,4,67
4665,9,12,16,5,6
4666,9,12,16,6,34
4667,9,12,16,7,45
4668,9,12,16,8,19
4669,9,12,16,9,64
4670,9,12,17,0,34
4671,9,12,17,1,34
4672,9,12,17,2,38
4673,9,12,17,3,26
4674,9,12,17,4,40
4675,9,12,17,5,16
4676,9,12,17,6,31
4677,9,12,17,7,14
4678,9,12,17,8,42
4679,9,12,17,9,38
4680,9,12,18,0,94
4681,9,12,18,1,43
4682,9,12,18,2,59
4683,9,12,18,3,16
4684,9,12,18,4,28
4685,9,12,18,5,64
4686,9,12,18,6,21
4687,9,12,18,7,15
4688,9,12,18,8,32
4689,9,12,18,9,38
4690,9,12,19,0,74
4691,9,12,19,1,5
4692,9,12,19,2,18
4693,9,12,19,3,54
4694,9,12,19,4,29
4695,9,12,19,5,29
4696,9,12,19,6,43
4697,9,12,19,7,24
4698,9,12,19,8,26
4699,9,12,19,9,44
4700,9,13,10,0,694
4701,9,13,10,1,382
4702,9,13,10,2,1999
4703,9,13,10,3,73
4704,9,13,10,4,2517
4705,9,13,10,5,775
4706,9,13,10,6,205
4707,9,13,10,7,669
4708,9,13,10,8,5293
4709,9,13,10,9,1084
4710,9,13,11,0,2777
4711,9,13,11,1,2158
4712,9,13,11,2,1337
4713,9,13,11,3,18
4714,9,13,11,4,1588
4715,9,13,11,5,1074
4716,9,13,11,6,3647
4717,9,13,11,7,26
4718,9,13,11,8,1705
4719,9,13,11,9,635
4720,9,13,12,0,82
4721,9,13,12,1,76
4722,9,13,12,2,24
4723,9,13,12,3,37
4724,9,13,12,4,52
4725,9,13,12,5,24
4726,9,13,12,6,62
4727,9,13,12,7,64
4728,9,13,12,8,41
4729,9,13,12,9,32
4730,9,13,13,0,36
4731,9,13,13,1,54
4732,9,13,13,2,26
4733,9,13,13,3,25
4734,9,13,13,4,47
4735,9,13,13,5,60
4736,9,13,13,6,3
4737,9,13,13,7,14
4738,9,13,13,8,56
4739,9,13,13,9,59
4740,9,13,14,0,35
4741,9,13,14,1,67
4742,9,13,14,2,53
4743,9,13,14,3,32
4744,9,13,14,4,47
4745,9,13,14,5,33
4746,9,13,14,6,15
4747,9,13,14,7,72
4748,9,13,14,8,31
4749,9,13,14,9,29
4750,9,13,15,0,26
4751,9,13,15,1,19
4752,9,13,15,2,36
4753,9,13,15,3,39
4754,9,13,15,4,27
4755,9,13,15,5,27
4756,9,13,15,6,25
4757,9,13,15,7,27
4758,9,13,15,8,52
4759,9,13,15,9,32
4760,9,13,16,0,32
4761,9,13,16,1,16
4762,9,13,16,2,77
4763,9,13,16,3,15
4764,9,13,16,4,77
4765,9,13,16,5,25
4766,9,13,16,6,52
4767,9,13,16,7,59
4768,9,13,16,8,88
4769,9,13,16,9,44
4770,9,13,17,0,55
4771,9,13,17,1,38
4772,9,13,17,2,49
4773,9,13,17,3,26
4774,9,13,17,4,35
4775,9,13,17,5,62
4776,9,13,17,6,39
4777,9,13,17,7,52
4778,9,13,17,8,12
4779,9,13,17,9,23
4780,9,13,18,0,25
4781,9,13,18,1,63
4782,9,13,18,2,61
4783,9,13,18,3,33
4784,9,13,18,4,76
4785,9,13,18,5,65
4786,9,13,18,6,93
4787,9,13,18,7,24
4788,9,13,18,8,19
4789,9,13,18,9,32
4790,9,13,19,0,21
4791,9,13,19,1,46
4792,9,13,19,2,90
4793,9,13,19,3,29
4794,9,13,19,4,24
4795,9,13,19,5,16
4796,9,13,19,6,22
4797,9,13,19,7,29
4798,9,13,19,8,37
4799,9,13,19,9,10
4800,10,8,10,0,23
4801,10,8,10,1,11
4802,10,8,10,2,35
4803,10,8,10,3,6
4804,10,8,10,4,10
4805,10,8,10,5,15
4806,10,8,10,6,1
4807,10,8,10,7,7
4808,10,8,10,8,11
4809,10,8,10,9,1
4810,10,8,11,0,4
4811,10,8,11,1,6
4812,10,8,11,2,15
4813,10,8,11,3,19
4814,10,8,11,4,5
4815,10,8,11,5,39
4816,10,8,11,6,11
4817,10,8,11,7,17
4818,10,8,11,8,6
4819,10,8,11,9,27
4820,10,8,12,0,9
4821,10,8,12,1,8
4822,10,8,12,2,16
4823,10,8,12,3,18
4824,10,8,12,4,15
4825,10,8,12,5,9
4826,10,8,12,6,16
4827,10,8,12,7,36
4828,10,8,12,8,19
4829,10,8,12,9,22
4830,10,8,13,0,10
4831,10,8,13,1,22
4832,10,8,13,2,13
4833,10,8,13,3,7
4834,10,8,13,4,34
4835,10,8,13,5,18
4836,10,8,13,6,6
4837,10,8,13,7,13
4838,10,8,13,8,33
4839,10,8,13,9,32
4840,10,8,14,0,10
4841,10,8,14,1,11
4842,10,8,14,2,6
4843,10,8,14,3,19
4844,10,8,14,4,13
4845,10,8,14,5,7
4846,10,8,14,6,12
4847,10,8,14,7,16
4848,10,8,14,8,17
4849,10,8,14,9,6
4850,10,8,15,0,8
4851,10,8,15,1,7
4852,10,8,15,2,2
4853,10,8,15,3,11
4854,10,8,15,4,10
4855,10,8,15,5,23
4856,10,8,15,6,8
4857,10,8,15,7,31
4858,10,8,15,8,1
4859,10,8,15,9,16
4860,10,8,16,0,23
4861,10,8,16,1,6
4862,10,8,16,2,14
4863,10,8,16,3,6
4864,10,8,16,4,73
4865,10,8,16,5,21
4866,10,8,16,6,24
4867,10,8,16,7,15
4868,10,8,16,8,23
4869,10,8,16,9,12
4870,10,8,17,0,1
4871,10,8,17,1,1
4872,10,8,17,2,14
4873,10,8,17,3,5
4874,10,8,17,4,8
4875,10,8,17,5,25
4876,10,8,17,6,30
4877,10,8,17,7,8
4878,10,8,17,8,17
4879,10,8,17,9,21
4880,10,8,18,0,10
4881,10,8,18,1,1
4882,10,8,18,2,21
4883,10,8,18,3,5
4884,10,8,18,4,8
4885,10,8,18,5,22
4886,10,8,18,6,31
4887,10,8,18,7,18
4888,10,8,18,8,12
4889,10,8,18,9,16
4890,10,8,19,0,6
4891,10,8,19,1,4
4892,10,8,19,2,30
4893,10,8,19,3,40
4894,10,8,19,4,17
4895,10,8,19,5,6
4896,10,8,19,6,9
4897,10,8,19,7,8
4898,10,8,19,8,4
4899,10,8,19,9,18
4900,10,9,10,0,8
4901,10,9,10,1,24
4902,10,9,10,2,11
4903,10,9,10,3,13
4904,10,9,10,4,14
4905,10,9,10,5,33
4906,10,9,10,6,6
4907,10,9,10,7,27
4908,10,9,10,8,24
4909,10,9,10,9,1
4910,10,9,11,0,20
4911,10,9,11,1,23
4912,10,9,11,2,24
4913,10,9,11,3,9
4914,10,9,11,4,38
4915,10,9,11,5,21
4916,10,9,11,6,28
4917,10,9,11,7,22
4918,10,9,11,8,31
4919,10,9,11,9,8
4920,10,9,12,0,18
4921,10,9,12,1,16
4922,10,9,12,2,15
4923,10,9,12,3,5
4924,10,9,12,4,21
4925,10,9,12,5,12
4926,10,9,12,6,38
4927,10,9,12,7,17
4928,10,9,12,8,38
4929,10,9,12,9,18
4930,10,9,13,0,6
4931,10,9,13,1,8
4932,10,9,13,2,30
4933,10,9,13,3,19
4934,10,9,13,4,5
4935,10,9,13,5,34
4936,10,9,13,6,5
4937,10,9,13,7,13
4938,10,9,13,8,8
4939,10,9,13,9,7
4940,10,9,14,0,14
4941,10,9,14,1,8
4942,10,9,14,2,3
4943,10,9,14,3,35
4944,10,9,14,4,13
4945,10,9,14,5,39
4946,10,9,14,6,28
4947,10,9,14,7,5
4948,10,9,14,8,22
4949,10,9,14,9,43
4950,10,9,15,0,8
4951,10,9,15,1,21
4952,10,9,15,2,10
4953,10,9,15,3,9
4954,10,9,15,4,7
4955,10,9,15,5,1
4956,10,9,15,6,26
4957,10,9,15,7,14
4958,10,9,15,8,18
4959,10,9,15,9,38
4960,10,9,16,0,14
4961,10,9,16,1,37
4962,10,9,16,2,4
4963,10,9,16,3,10
4964,10,9,16,4,12
4965,10,9,16,5,19
4966,10,9,16,6,16
4967,10,9,16,7,11
4968,10,9,16,8,16
4969,10,9,16,9,48
4970,10,9,17,0,37
4971,10,9,17,1,20
4972,10,9,17,2,33
4973,10,9,17,3,12
4974,10,9,17,4,37
4975,10,9,17,5,32
4976,10,9,17,6,16
4977,10,9,17,7,17
4978,10,9,17,8,35
4979,10,9,17,9,19
4980,10,9,18,0,6
4981,10,9,18,1,15
4982,10,9,18,2,2
4983,10,9,18,3,18
4984,10,9,18,4,27
4985,10,9,18,5,17
4986,10,9,18,6,9
4987,10,9,18,7,13
4988,10,9,18,8,12
4989,10,9,18,9,21
4990,10,9,19,0,17
4991,10,9,19,1,19
4992,10,9,19,2,9
4993,10,9,19,3,19
4994,10,9,19,4,60
4995,10,9,19,5,46
4996,10,9,19,6,15
4997,10,9,19,7,24
4998,10,9,19,8,51
4999,10,9,19,9,13
5000,10,10,10,0,7
5001,10,10,10,1,20
5002,10,10,10,2,24
5003,10,10,10,3,14
5004,10,10,10,4,23
5005,10,10,10,5,28
5006,10,10,10,6,29
5007,10,10,10,7,9
5008,10,10,10,8,41
5009,10,10,10,9,61
5010,10,10,11,0,36
5011,10,10,11,1,13
5012,10,10,11,2,8
5013,10,10,11,3,15
5014,10,10,11,4,79
5015,10,10,11,5,20
5016,10,10,11,6,26
5017,10,10,11,7,42
5018,10,10,11,8,42
5019,10,10,11,9,45
5020,10,10,12,0,18
5021,10,10,12,1,13
5022,10,10,12,2,7
5023,10,10,12,3,9
5024,10,10,12,4,28
5025,10,10,12,5,13
5026,10,10,12,6,20
5027,10,10,12,7,8
5028,10,10,12,8,36
5029,10,10,12,9,19
5030,10,10,13,0,43
5031,10,10,13,1,15
5032,10,10,13,2,9
5033,10,10,13,3,8
5034,10,10,13,4,19
5035,10,10,13,5,25
5036,10,10,13,6,34
5037,10,10,13,7,9
5038,10,10,13,8,25
5039,10,10,13,9,46
5040,10,10,14,0,19
5041,10,10,14,1,27
5042,10,10,14,2,17
5043,10,10,14,3,20
5044,10,10,14,4,44
5045,10,10,14,5,48
5046,10,10,14,6,27
5047,10,10,14,7,14
5048,10,10,14,8,4
5049,10,10,14,9,14
5050,10,10,15,0,5
5051,10,10,15,1,22
5052,10,10,15,2,5
5053,10,10,15,3,8
5054,10,10,15,4,25
5055,10,10,15,5,41
5056,10,10,15,6,25
5057,10,10,15,7,28
5058,10,10,15,8,46
5059,10,10,15,9,61
5060,10,10,16,0,5
5061,10,10,16,1,13
5062,10,10,16,2,33
5063,10,10,16,3,2
5064,10,10,16,4,28
5065,10,10,16,5,23
5066,10,10,16,6,29
5067,10,10,16,7,49
5068,10,10,16,8,14
5069,10,10,16,9,30
5070,10,10,17,0,16
5071,10,10,17,1,35
5072,10,10,17,2,14
5073,10,10,17,3,35
5074,10,10,17,4,20
5075,10,10,17,5,10
5076,10,10,17,6,93
5077,10,10,17,7,25
5078,10,10,17,8,11
5079,10,10,17,9,15
5080,10,10,18,0,5
5081,10,10,18,1,29
5082,10,10,18,2,10
5083,10,10,18,3,19
5084,10,10,18,4,11
5085,10,10,18,5,40
5086,10,10,18,6,19
5087,10,10,18,7,23
5088,10,10,18,8,22
5089,10,10,18,9,33
5090,10,10,19,0,18
5091,10,10,19,1,10
5092,10,10,19,2,31
5093,10,10,19,3,24
5094,10,10,19,4,42
5095,10,10,19,5,14
5096,10,10,19,6,36
5097,10,10,19,7,30
5098,10,10,19,8,28
5099,10,10,19,9,16
5100,10,11,10,0,23
5101,10,11,10,1,59
5102,10,11,10,2,21
5103,10,11,10,3,36
5104,10,11,10,4,40
5105,10,11,10,5,74
5106,10,11,10,6,34
5107,10,11,10,7,14
5108,10,11,10,8,25
5109,10,11,10,9,38
5110,10,11,11,0,26
5111,10,11,11,1,30
5112,10,11,11,2,10
5113,10,11,11,3,26
5114,10,11,11,4,60
5115,10,11,11,5,35
5116,10,11,11,6,51
5117,10,11,11,7,34
5118,10,11,11,8,2
5119,10,11,11,9,18
5120,10,11,12,0,18
5121,10,11,12,1,35
5122,10,11,12,2,29
5123,10,11,12,3,55
5124,10,11,12,4,22
5125,10,11,12,5,10
5126,10,11,12,6,45
5127,10,11,12,7,34
5128,10,11,12,8,15
5129,10,11,12,9,9
5130,10,11,13,0,11
5131,10,11,13,1,31
5132,10,11,13,2,43
5133,10,11,13,3,35
5134,10,11,13,4,42
5135,10,11,13,5,47
5136,10,11,13,6,9
5137,10,11,13,7,56
5138,10,11,13,8,17
5139,10,11,13,9,23
5140,10,11,14,0,25
5141,10,11,14,1,18
5142,10,11,14,2,100
5143,10,11,14,3,14
5144,10,11,14,4,47
5145,10,11,14,5,18
5146,10,11,14,6,41
5147,10,11,14,7,14
5148,10,11,14,8,58
5149,10,11,14,9,16
5150,10,11,15,0,51
5151,10,11,15,1,18
5152,10,11,15,2,15
5153,10,11,15,3,70
5154,10,11,15,4,14
5155,10,11,15,5,37
5156,10,11,15,6,14
5157,10,11,15,7,22
5158,10,11,15,8,20
5159,10,11,15,9,34
5160,10,11,16,0,39
5161,10,11,16,1,24
5162,10,11,16,2,46
5163,10,11,16,3,24
5164,10,11,16,4,51
5165,10,11,16,5,39
5166,10,11,16,6,20
5167,10,11,16,7,18
5168,10,11,16,8,37
5169,10,11,16,9,12
5170,10,11,17,0,19
5171,10,11,17,1,22
5172,10,11,17,2,16
5173,10,11,17,3,55
5174,10,11,17,4,23
5175,10,11,17,5,21
5176,10,11,17,6,27
5177,10,11,17,7,26
5178,10,11,17,8,17
5179,10,11,17,9,17
5180,10,11,18,0,20
5181,10,11,18,1,14
5182,10,11,18,2,39
5183,10,11,18,3,10
5184,10,11,18,4,15
5185,10,11,18,5,37
5186,10,11,18,6,27
5187,10,11,18,7,49
5188,10,11,18,8,24
5189,10,11,18,9,33
5190,10,11,19,0,37
5191,10,11,19,1,5
5192,10,11,19,2,3
5193,10,11,19,3,45
5194,10,11,19,4,78
5195,10,11,19,5,26
5196,10,11,19,6,28
5197,10,11,19,7,60
5198,10,11,19,8,31
5199,10,11,19,9,18
5200,10,12,10,0,92
5201,10,12,10,1,19
5202,10,12,10,2,45
5203,10,12,10,3,24
5204,10,12,10,4,12
5205,10,12,10,5,4
5206,10,12,10,6,45
5207,10,12,10,7,2
5208,10,12,10,8,71
5209,10,12,10,9,26
5210,10,12,11,0,78
5211,10,12,11,1,9
5212,10,12,11,2,74
5213,10,12,11,3,61
5214,10,12,11,4,25
5215,10,12,11,5,26
5216,10,12,11,6,90
5217,10,12,11,7,25
5218,10,12,11,8,19
5219,10,12,11,9,81
5220,10,12,12,0,15
5221,10,12,12,1,30
5222,10,12,12,2,52
5223,10,12,12,3,9
5224,10,12,12,4,35
5225,10,12,12,5,31
5226,10,12,12,6,17
5227,10,12,12,7,51
5228,10,12,12,8,33
5229,10,12,12,9,15
5230,10,12,13,0,27
5231,10,12,13,1,38
5232,10,12,13,2,16
5233,10,12,13,3,43
5234,10,12,13,4,21
5235,10,12,13,5,20
5236,10,12,13,6,102
5237,10,12,13,7,10
5238,10,12,13,8,54
5239,10,12,13,9,16
5240,10,12,14,0,59
5241,10,12,14,1,29
5242,10,12,14,2,18
5243,10,12,14,3,23
5244,10,12,14,4,27
5245,10,12,14,5,36
5246,10,12,14,6,35
5247,10,12,14,7,50
5248,10,12,14,8,34
5249,10,12,14,9,18
5250,10,12,15,0,23
5251,10,12,15,1,44
5252,10,12,15,2,12
5253,10,12,15,3,7
5254,10,12,15,4,62
5255,10,12,15,5,32
5256,10,12,15,6,24
5257,10,12,15,7,6
5258,10,12,15,8,57
5259,10,12,15,9,53
5260,10,12,16,0,31
5261,10,12,16,1,29
5262,10,12,16,2,58
5263,10,12,16,3,13
5264,10,12,16,4,31
5265,10,12,16,5,33
5266,10,12,16,6,42
5267,10,12,16,7,30
5268,10,12,16,8,40
5269,10,12,16,9,40
5270,10,12,17,0,22
5271,10,12,17,1,43
5272,10,12,17,2,65
5273,10,12,17,3,15
5274,10,12,17,4,31
5275,10,12,17,5,28
5276,10,12,17,6,75
5277,10,12,17,7,41
5278,10,12,17,8,14
5279,10,12,17,9,10
5280,10,12,18,0,16
5281,10,12,18,1,68
5282,10,12,18,2,27
5283,10,12,18,3,59
5284,10,12,18,4,9
5285,10,12,18,5,49
5286,10,12,18,6,98
5287,10,12,18,7,42
5288,10,12,18,8,50
5289,10,12,18,9,7
5290,10,12,19,0,71
5291,10,12,19,1,82
5292,10,12,19,2,47
5293,10,12,19,3,43
5294,10,12,19,4,46
5295,10,12,19,5,34
5296,10,12,19,6,8
5297,10,12,19,7,99
5298,10,12,19,8,63
5299,10,12,19,9,34
5300,10,13,10,0,41
5301,10,13,10,1,69
5302,10,13,10,2,84
5303,10,13,10,3,43
5304,10,13,10,4,40
5305,10,13,10,5,75
5306,10,13,10,6,57
5307,10,13,10,7,88
5308,10,13,10,8,31
5309,10,13,10,9,41
5310,10,13,11,0,58
5311,10,13,11,1,12
5312,10,13,11,2,34
5313,10,13,11,3,26
5314,10,13,11,4,58
5315,10,13,11,5,51
5316,10,13,11,6,39
5317,10,13,11,7,35
5318,10,13,11,8,88
5319,10,13,11,9,53
5320,10,13,12,0,7
5321,10,13,12,1,18
5322,10,13,12,2,60
5323,10,13,12,3,23
5324,10,13,12,4,55
5325,10,13,12,5,48
5326,10,13,12,6,87
5327,10,13,12,7,71
5328,10,13,12,8,34
5329,10,13,12,9,68
5330,10,13,13,0,50
5331,10,13,13,1,110
5332,10,13,13,2,49
5333,10,13,13,3,34
5334,10,13,13,4,66
5335,10,13,13,5,35
5336,10,13,13,6,39
5337,10,13,13,7,20
5338,10,13,13,8,44
5339,10,13,13,9,34
5340,10,13,14,0,14
5341,10,13,14,1,54
5342,10,13,14,2,22
5343,10,13,14,3,37
5344,10,13,14,4,30
5345,10,13,14,5,49
5346,10,13,14,6,34
5347,10,13,14,7,11
5348,10,13,14,8,23
5349,10,13,14,9,28
5350,10,13,15,0,48
